time,COINBASE:open,COINBASE:high,COINBASE:low,COINBASE:close,COINBASE:volume,BINANCE:open,BINANCE:high,BINANCE:low,BINANCE:close,BINANCE:volume,BITFINEX:open,BITFINEX:high,BITFINEX:low,BITFINEX:close,BITFINEX:volume,MEXC:open,MEXC:high,MEXC:low,MEXC:close,MEXC:volume,GATEIO:open,GATEIO:high,GATEIO:low,GATEIO:close,GATEIO:volume,KRAKEN:open,KRAKEN:high,KRAKEN:low,KRAKEN:close,KRAKEN:volume
2025-12-07 10:10,89170.77,89292.35,89170.76,89278.23,1.13520239,89159.65000000,89278.04000000,89159.64000000,89271.79000000,6.92432000,89222.0,89300.0,89222.0,89300.0,0.006557500000000001,89159.64,89279.66,89159.64,89271.79,4.37007098,89155.4,89272.7,89155.4,89272.6,403913.87464540,89125.1,89230.1,89125.0,89230.1,0.36695688
2025-12-07 10:11,89280.25,89292.42,89243.22,89251.99,0.29213172,89271.79000000,89279.94000000,89238.25000000,89238.26000000,1.49914000,89296.0,89296.0,89296.0,89296.0,0.001647,89271.79,89278.03,89238.22,89238.25,1.53669517,89272.6,89272.6,89239.5,89239.6,334666.24675880,89230.2,89230.2,89230.1,89230.2,0.0028898900000000004
2025-12-07 10:12,89248.01,89273.2,89248.01,89273.2,0.20916463,89238.26000000,89265.25000000,89238.25000000,89265.25000000,4.16303000,,,,,,89238.25,89244.87,89238.25,89244.59,2.13739436,89239.6,89265.3,89239.5,89265.3,354453.94426870,89230.2,89248.8,89230.1,89248.8,0.00476111
2025-12-07 10:13,89277.44,89292.0,89276.82,89286.0,0.0476012,89265.24000000,89276.64000000,89265.24000000,89276.64000000,0.70690000,,,,,,89244.59,89277.54,89244.59,89276.63,1.26699914,89265.3,89272,89265.2,89272,281401.14359140,89248.8,89248.8,89248.7,89248.7,0.00121446
2025-12-07 10:14,89286.01,89314.59,89286.01,89314.59,0.27487371,89276.63000000,89292.01000000,89276.63000000,89292.01000000,1.35352000,89308.0,89310.0,89308.0,89310.0,0.00076071,89276.63,89292.21,89276.63,89292.01,0.93903155,89271.9,89293.9,89271.9,89293.9,98575.49910550,89248.8,89249.9,89248.8,89249.9,0.03058868
2025-12-07 10:15,89313.43,89324.95,89277.5,89288.83,1.83650144,89292.01000000,89292.01000000,89270.00000000,89277.32000000,3.57953000,,,,,,89292.01,89292.01,89270,89277.33,2.49399259,89293.9,89295.4,89274.3,89274.4,281544.42114040,89249.8,89249.9,89249.8,89249.9,0.00050453
2025-12-07 10:16,89288.84,89288.84,89201.13,89230.68,1.59394782,89277.33000000,89277.33000000,89192.00000000,89213.33000000,4.63866000,89298.0,89298.0,89298.0,89298.0,0.00011825,89277.33,89277.33,89191.98,89213.33,3.24945027,89274.4,89274.4,89195.7,89212,400816.95954230,89249.9,89249.9,89249.9,89249.9,0.01588209
2025-12-07 10:17,89230.23,89251.56,89230.23,89250.01,0.24686387,89213.32000000,89231.17000000,89213.32000000,89231.16000000,1.14301000,,,,,,89213.33,89234.12,89213.32,89231.16,0.82371123,89212,89233.9,89212,89233.9,265372.71533350,89249.9,89249.9,89249.8,89249.9,2.6734166
2025-12-07 10:18,89248.0,89277.88,89248.0,89277.44,0.05438059,89231.17000000,89261.20000000,89231.16000000,89261.19000000,1.63787000,89283.0,89283.0,89283.0,89283.0,0.00017,89231.16,89261.2,89231.16,89261.2,1.11992229,89233.9,89259.5,89233.8,89259.5,311120.88580250,89249.9,89249.9,89249.9,89249.9,0.00876319
2025-12-07 10:19,89277.44,89290.15,89250.0,89277.44,0.46476877,89261.19000000,89271.60000000,89238.25000000,89271.60000000,5.83806000,,,,,,89261.2,89271.64,89238.25,89271.6,4.0320399,89259.5,89275.9,89246,89275.9,255252.16557510,89249.9,89250.0,89249.9,89249.9,0.08418956
2025-12-07 10:20,89277.43,89277.43,89232.0,89244.53,1.48153065,89271.60000000,89271.60000000,89224.38000000,89224.38000000,1.32661000,,,,,,89271.6,89271.6,89224.29,89224.38,0.75658092,89275.9,89275.9,89229.5,89229.5,123955.52952730,89250.0,89250.0,89234.9,89234.9,0.14523181999999998
2025-12-07 10:21,89244.54,89314.0,89244.54,89286.0,4.15565712,89224.38000000,89288.68000000,89224.38000000,89277.39000000,5.52250000,89292.0,89316.0,89292.0,89316.0,0.04700347,89224.38,89288.69,89224.38,89277.29,3.73365036,89229.5,89291.9,89229.5,89286,112421.49536970,89234.9,89234.9,89234.8,89234.9,0.00249451
2025-12-07 10:22,89286.01,89296.45,89261.87,89261.87,0.53231552,89277.39000000,89277.39000000,89251.30000000,89251.30000000,1.07346000,,,,,,89277.29,89277.39,89251.25,89251.26,0.53162287,89282.1,89282.1,89261.6,89261.6,24966.58761260,89234.9,89234.9,89234.8,89234.9,0.013190669999999998
2025-12-07 10:23,89261.87,89265.48,89258.0,89265.48,0.15963376,89251.29000000,89253.78000000,89242.64000000,89253.78000000,1.21135000,,,,,,89251.26,89260.9,89242.61,89253.77,1.3946874,89257.3,89257.3,89250.3,89250.3,14869.99051690,89234.9,89234.9,89234.8,89234.9,0.00418515
2025-12-07 10:24,89265.47,89275.85,89258.74,89269.98,0.49332873,89253.78000000,89253.78000000,89244.09000000,89253.78000000,2.64751000,,,,,,89253.77,89253.78,89244.09,89253.77,2.02016032,89250.3,89260,89250.3,89260,59598.06851130,89234.9,89234.9,89234.8,89234.9,0.00713796
2025-12-07 10:25,89269.98,89269.98,89216.0,89243.97,1.40174841,89253.77000000,89253.77000000,89206.09000000,89229.90000000,6.78786000,89285.0,89285.0,89285.0,89285.0,0.025,89253.77,89253.77,89206.09,89229.9,2.07540631,89259.9,89259.9,89210.9,89230.3,281540.23926770,89234.9,89234.9,89234.8,89234.9,0.01329247
2025-12-07 10:26,89246.3,89248.0,89232.9,89241.15,0.60555942,89229.90000000,89231.80000000,89229.90000000,89231.79000000,1.12472000,,,,,,89229.9,89231.84,89229.9,89231.79,0.79752184,89230.2,89230.3,89230.2,89230.3,215802.78908400,89234.9,89234.9,89234.9,89234.9,0.00224598
2025-12-07 10:27,89248.0,89248.0,89232.69,89233.49,0.60922681,89231.79000000,89231.79000000,89219.86000000,89219.87000000,0.91894000,,,,,,89231.79,89231.79,89219.85,89219.87,0.59790518,89230.3,89230.3,89222.5,89222.6,123315.43798870,89234.9,89234.9,89234.9,89234.9,0.00012502
2025-12-07 10:28,89233.51,89237.97,89219.04,89220.0,0.8845354,89219.87000000,89219.87000000,89206.59000000,89206.59000000,0.66464000,89290.0,89290.0,89290.0,89290.0,6.619e-05,89219.87,89219.87,89206.58,89206.59,0.44751789,89222.6,89222.6,89220.4,89220.4,144387.48733680,89234.9,89234.9,89234.8,89234.9,0.00042765
2025-12-07 10:29,89219.99,89221.48,89192.65,89221.48,0.7937517,89206.59000000,89206.59000000,89184.00000000,89198.23000000,5.29782000,89267.0,89267.0,89267.0,89267.0,0.00039439,89206.59,89206.59,89183.96,89198.22,3.77877131,89220.4,89220.4,89188,89196.6,302712.32849420,89234.9,89234.9,89234.8,89234.9,0.0072177100000000004
2025-12-07 10:30,89219.58,89235.53,89200.63,89200.63,0.46510474,89198.23000000,89217.28000000,89198.21000000,89198.22000000,2.52731000,,,,,,89198.22,89217.3,89198.22,89198.23,1.5802921,89196.6,89210.3,89196.6,89199.9,256223.24558430,89234.9,89234.9,89219.5,89219.6,0.01068806
2025-12-07 10:31,89203.99,89224.82,89155.43,89170.94,4.80025767,89198.22000000,89205.64000000,89142.00000000,89151.02000000,8.75841000,89272.0,89272.0,89247.0,89247.0,0.12938478,89198.23,89202.08,89137.35,89151.02,6.32142059,89198.1,89200.8,89140.3,89146.4,400081.93081150,89219.6,89219.6,89203.0,89203.1,0.00444375
2025-12-07 10:32,89170.94,89170.94,89119.29,89124.8,1.01956238,89151.02000000,89151.03000000,89106.65000000,89106.66000000,1.14506000,89220.0,89220.0,89200.0,89200.0,0.00446922,89151.02,89151.03,89112.2,89112.26,0.79862403,89146.3,89146.4,89121.8,89121.8,287406.38001010,89203.1,89203.1,89203.0,89203.0,0.009590959999999999
2025-12-07 10:33,89124.81,89171.74,89124.81,89166.56,0.89506864,89106.65000000,89151.03000000,89106.65000000,89151.02000000,2.07453000,,,,,,89112.26,89151.07,89112.26,89151.03,1.61570618,89115.4,89151.9,89115.3,89151.9,266056.39504100,89203.1,89203.1,89203.1,89203.1,0.00559881
2025-12-07 10:34,89167.53,89167.53,89140.73,89145.94,0.42906111,89151.02000000,89151.03000000,89125.22000000,89125.23000000,1.28118000,89191.0,89193.0,89191.0,89193.0,0.00010975000000000001,89151.03,89151.03,89125.14,89125.16,0.87164178,89151.9,89151.9,89140,89140,192103.19362440,89203.1,89203.1,89140.0,89140.0,0.18255536
2025-12-07 10:35,89145.93,89153.9,89122.78,89127.99,1.02410283,89125.23000000,89141.27000000,89115.35000000,89115.35000000,1.49557000,,,,,,89125.16,89141.28,89115.28,89115.36,1.00427889,89139,89139,89123.1,89123.1,403647.69799250,89140.1,89140.1,89135.0,89135.0,0.004733380000000001
2025-12-07 10:36,89127.99,89146.47,89113.11,89122.06,2.59776874,89115.35000000,89129.36000000,89106.63000000,89111.51000000,3.19765000,89195.0,89195.0,89195.0,89195.0,0.00027328,89115.36,89125.07,89106.62,89111.5,2.42525378,89123.1,89123.1,89112.8,89114.1,354936.67811560,89135.1,89135.1,89121.5,89121.6,0.06297291
2025-12-07 10:37,89122.06,89153.7,89121.56,89148.29,0.82988018,89111.51000000,89130.38000000,89111.50000000,89130.38000000,1.56006000,89190.0,89190.0,89190.0,89190.0,0.00059485,89111.5,89130.42,89111.5,89130.38,1.00267706,89114.1,89130.6,89114.1,89130.5,489744.52320080,89121.6,89121.6,89118.8,89118.9,0.010618109999999998
2025-12-07 10:38,89148.28,89199.18,89140.13,89198.0,0.33812985,89130.38000000,89185.27000000,89130.37000000,89185.26000000,2.52430000,,,,,,89130.38,89185.3,89130.37,89185.3,1.71524555,89130.6,89182.4,89130.5,89182.4,385214.90010540,89118.9,89118.9,89118.8,89118.8,0.02718133
2025-12-07 10:39,89197.42,89228.61,89197.42,89220.22,0.88527415,89185.27000000,89197.55000000,89185.27000000,89197.54000000,2.34105000,89220.0,89220.0,89220.0,89220.0,0.00139459,89185.3,89197.6,89185.26,89197.55,2.04168917,89182.3,89199.9,89182.3,89199.8,339157.18793300,89118.9,89150.0,89118.9,89150.0,2.141456
2025-12-07 10:40,89220.23,89308.79,89219.78,89308.79,0.70563238,89197.55000000,89290.20000000,89197.54000000,89290.20000000,4.85240000,89280.0,89314.0,89280.0,89314.0,0.00607458,89197.55,89288.69,89197.54,89288.69,2.66054584,89199.9,89284.2,89199.9,89284.2,426222.00564300,89150.0,89221.8,89150.0,89221.8,4.15026213
2025-12-07 10:41,89307.1,89339.56,89299.67,89330.76,1.67981061,89290.21000000,89315.24000000,89290.20000000,89315.24000000,5.56271000,89320.0,89340.0,89320.0,89340.0,0.0019876800000000003,89288.69,89315.25,89288.69,89315.24,4.40995147,89288.9,89318.5,89288.9,89316,350318.55246940,89240.4,89327.7,89240.4,89327.7,6.89364078
2025-12-07 10:42,89334.01,89370.69,89319.16,89350.84,1.74819591,89315.24000000,89343.43000000,89306.51000000,89343.43000000,13.73004000,89350.0,89390.0,89350.0,89390.0,0.053720540000000004,89315.24,89343.46,89306.52,89343.42,9.72958075,89316,89344,89314.1,89344,316712.22930470,89331.4,89331.4,89331.3,89331.3,0.06131923
